umur,pekerjaan,status_pernikahan,kredit,saldo,cicilan,pinjaman,membership
33,management,single,no,5945,yes,no,no
54,admin.,married,no,1239,no,no,no
35,management,single,no,1531,yes,no,no
41,management,married,no,36,no,no,no
48,admin.,married,no,1428,no,no,no
33,self-employed,married,no,-103,yes,no,no
33,management,single,no,201,yes,no,no
39,housemaid,married,no,1444,no,no,no
53,unemployed,divorced,no,587,no,no,yes
46,blue-collar,married,no,9347,yes,no,no
38,services,married,no,8876,no,no,no
40,management,married,no,156,no,no,no
33,management,married,no,3024,no,no,no
44,services,married,no,1161,yes,no,no
30,admin.,married,no,2284,yes,no,no
35,technician,single,no,1342,yes,no,no
32,unemployed,married,no,11524,yes,no,no
51,services,married,no,6451,no,no,no
30,services,single,no,1846,yes,no,no
30,student,single,no,0,yes,no,no
32,blue-collar,single,no,413,yes,no,no
54,services,married,no,386,no,yes,no
33,management,single,no,8038,yes,no,no
59,housemaid,married,no,935,yes,no,no
45,management,single,no,142,no,yes,no
31,services,single,no,252,no,no,no
30,management,single,no,4896,no,no,no
33,self-employed,married,no,0,yes,no,no
37,blue-collar,married,no,1165,yes,no,no
37,technician,married,no,1092,no,no,no
30,management,married,no,-181,yes,no,no
53,management,married,no,8093,no,no,no
41,management,married,no,2885,no,no,no
34,management,divorced,no,27,no,yes,no
43,blue-collar,married,no,1927,yes,no,no
58,blue-collar,divorced,no,8218,yes,no,no
33,technician,single,no,149,yes,no,yes
32,blue-collar,married,no,3228,yes,no,no
50,management,married,no,0,yes,no,no
40,blue-collar,single,no,3,no,no,yes
46,services,married,no,2420,no,no,no
54,management,married,no,2650,yes,yes,no
34,blue-collar,married,no,8309,yes,yes,no
53,technician,married,no,0,no,no,no
53,management,married,no,241,yes,no,no
57,retired,married,no,6969,no,no,no
42,blue-collar,married,no,807,yes,no,yes
53,self-employed,married,no,3711,no,no,no
42,self-employed,married,no,3211,no,no,no
47,blue-collar,married,no,0,yes,yes,no
46,technician,married,no,0,yes,no,no
50,technician,married,no,3149,yes,no,no
41,housemaid,single,no,2184,no,no,no
48,retired,married,yes,-285,no,yes,no
32,management,married,no,11281,no,no,no
30,unknown,single,no,6929,no,no,no
40,unemployed,married,no,0,yes,no,no
43,technician,divorced,no,6835,no,no,no
32,blue-collar,single,no,6337,yes,no,no
44,technician,single,no,1195,yes,no,no
51,management,married,no,94,yes,no,no
58,blue-collar,married,no,630,yes,no,no
43,management,married,no,1993,no,no,no
36,blue-collar,married,no,1503,no,no,no
34,blue-collar,divorced,no,1125,yes,yes,no
58,blue-collar,married,no,590,no,yes,no
39,management,married,no,6012,no,no,no
35,management,single,no,304,yes,no,no
36,technician,married,no,377,yes,yes,no
33,unknown,single,no,1522,no,yes,no
51,blue-collar,married,no,863,no,no,no
38,entrepreneur,married,no,0,yes,no,no
52,blue-collar,married,no,7225,no,no,no
54,self-employed,divorced,no,1323,no,no,no
41,blue-collar,married,no,1011,yes,no,no
49,technician,married,yes,-74,yes,no,no
47,admin.,married,no,4480,no,no,no
53,management,married,no,1925,no,no,no
44,management,divorced,no,0,yes,yes,no
39,entrepreneur,married,no,238,yes,yes,no
43,unemployed,divorced,no,1577,yes,no,no
56,unemployed,married,no,107,yes,no,no
45,management,single,no,997,no,yes,no
40,management,married,no,315,no,no,no
53,technician,married,no,2818,yes,no,no
57,admin.,divorced,no,18268,yes,no,no
30,admin.,married,no,401,no,no,no
50,blue-collar,divorced,no,203,yes,no,no
48,blue-collar,married,no,-202,yes,yes,no
59,retired,married,no,32948,no,no,no
39,technician,married,no,447,no,no,no
45,entrepreneur,married,no,0,no,no,no
33,entrepreneur,married,no,2,yes,yes,no
36,management,single,no,0,no,no,no
44,services,divorced,no,2279,no,yes,no
32,technician,single,no,7558,yes,no,no
52,blue-collar,divorced,no,3990,no,no,no
47,admin.,divorced,no,1939,yes,no,no
47,blue-collar,married,no,538,no,yes,no
35,management,married,no,2583,no,no,no
57,management,married,no,0,no,no,no
45,technician,divorced,no,1066,yes,yes,no
55,technician,married,no,938,no,yes,no
39,management,married,no,763,no,no,no
58,technician,single,no,388,no,no,no
32,technician,married,no,432,yes,no,no
43,blue-collar,married,no,25,yes,no,no
32,management,single,no,0,no,no,no
54,housemaid,married,no,440,no,no,no
31,admin.,single,no,2004,no,no,no
33,management,single,no,8004,no,no,no
36,management,single,no,774,no,no,no
31,management,divorced,no,883,yes,no,no
36,admin.,married,no,2323,no,no,no
36,management,married,no,6077,no,no,no
42,technician,married,no,300,yes,no,no
41,technician,married,no,3700,no,no,no
31,technician,married,no,793,no,no,no
46,technician,married,no,1322,yes,yes,no
45,blue-collar,married,no,2926,yes,yes,no
37,management,married,no,1353,yes,no,no
42,management,married,no,783,yes,no,no
30,services,single,no,101,yes,no,no
30,blue-collar,married,no,1101,yes,yes,no
59,retired,married,no,2291,no,yes,no
51,technician,married,no,8863,no,no,no
57,self-employed,married,no,11494,no,no,no
45,management,married,no,4395,no,no,no
41,blue-collar,single,no,3851,no,no,no
52,entrepreneur,divorced,no,3975,no,no,no
37,services,married,no,1784,yes,no,no
44,management,divorced,no,0,yes,no,no
34,management,divorced,no,0,yes,no,no
35,blue-collar,married,no,1160,no,yes,no
56,admin.,married,no,33,no,yes,no
30,technician,single,no,538,yes,no,no
46,entrepreneur,married,no,8873,yes,no,no
42,admin.,married,no,196,yes,yes,no
55,management,married,no,563,yes,no,no
51,management,married,no,10995,yes,no,no
45,self-employed,married,no,3080,no,no,no
40,technician,married,no,657,yes,no,no
35,unemployed,married,no,816,yes,no,no
32,admin.,single,no,8619,yes,no,no
46,entrepreneur,married,no,3317,no,no,no
46,unemployed,married,no,2017,yes,no,no
37,blue-collar,married,no,253,yes,no,no
33,blue-collar,married,no,6138,yes,no,no
32,management,married,no,2044,yes,no,no
55,retired,married,no,3948,no,no,no
50,admin.,divorced,no,8583,yes,no,no
45,self-employed,single,no,1009,no,no,no
46,unemployed,divorced,no,3354,yes,no,yes
45,self-employed,married,no,830,no,no,no
38,blue-collar,single,no,5338,no,no,no
38,blue-collar,divorced,no,0,yes,no,no
34,entrepreneur,married,no,4028,no,no,no
30,unemployed,married,no,1566,no,no,no
31,services,married,no,593,yes,no,no
44,management,single,yes,12,yes,no,no
35,entrepreneur,single,no,866,yes,no,no
34,self-employed,married,no,5498,no,no,no
53,management,divorced,no,26306,yes,no,no
33,self-employed,single,no,4,yes,no,no
53,management,married,no,7249,yes,yes,no
47,unemployed,married,no,351,yes,yes,no
41,services,married,no,115,yes,yes,no
39,blue-collar,married,no,94,yes,yes,no
32,self-employed,single,no,444,no,no,no
31,services,married,no,-489,yes,yes,no
37,services,married,no,523,yes,no,no
49,admin.,married,no,1697,yes,no,no
35,management,married,no,16,no,no,no
30,management,single,no,2592,no,no,no
35,blue-collar,married,no,86,no,no,no
40,blue-collar,married,no,4853,no,no,no
38,entrepreneur,married,no,0,yes,yes,no
38,technician,single,no,884,yes,yes,no
35,management,married,no,244,yes,no,no
55,management,married,no,540,no,no,no
42,services,single,no,2628,yes,no,no
39,management,married,no,622,no,no,no
31,technician,married,no,2420,yes,no,no
51,services,single,no,5610,yes,no,no
51,entrepreneur,married,no,3,no,no,no
36,management,married,no,3953,yes,no,no
59,retired,married,no,741,no,no,no
58,management,divorced,no,3498,no,no,no
30,management,married,no,5204,yes,no,no
32,services,married,no,264,yes,yes,yes
48,housemaid,divorced,no,57,no,no,no
34,technician,single,no,4943,yes,yes,no
57,technician,married,no,6164,no,no,no
55,management,married,no,12675,no,no,no
47,blue-collar,married,no,310,no,no,no
43,blue-collar,married,no,12618,yes,no,no
34,housemaid,married,no,4958,yes,no,no
39,entrepreneur,married,no,5848,yes,no,no
53,technician,married,no,6839,yes,no,no
30,admin.,married,no,2074,no,no,no
50,management,divorced,no,2,no,no,no
44,blue-collar,married,no,612,yes,yes,no
30,technician,married,no,2278,no,yes,no
53,technician,married,no,2052,yes,no,no
50,self-employed,married,no,4012,no,no,no
46,entrepreneur,single,no,1410,yes,no,no
33,management,single,no,1998,no,no,no
59,management,married,no,1881,no,no,no
32,self-employed,single,no,1249,yes,no,yes
32,management,married,no,6449,no,no,no
44,technician,married,no,7800,yes,no,no
57,management,married,no,1172,no,no,no
36,self-employed,married,no,16430,yes,no,no
31,self-employed,single,no,203,no,yes,no
47,admin.,married,no,2524,yes,no,no
33,housemaid,married,no,2293,yes,no,no
38,blue-collar,married,no,190,yes,no,yes
48,management,married,no,0,no,no,no
30,admin.,single,no,0,yes,no,no
52,self-employed,divorced,no,1291,yes,no,no
41,entrepreneur,divorced,yes,0,yes,no,no
41,management,married,no,-608,yes,no,no
34,admin.,married,no,131,no,no,no
30,entrepreneur,married,no,946,yes,no,no
29,blue-collar,married,no,659,no,no,no
47,management,single,no,0,yes,no,no
57,blue-collar,married,no,5935,yes,yes,no
33,unemployed,married,yes,-108,yes,yes,no
37,technician,married,no,332,yes,no,no
54,unemployed,married,no,1180,no,no,no
41,blue-collar,married,no,1449,yes,no,no
34,admin.,single,no,5057,yes,no,no
32,technician,single,no,550,no,no,yes
35,admin.,married,no,3187,yes,no,no
32,services,single,no,-56,no,yes,no
43,technician,married,no,4844,yes,no,no
46,technician,married,no,0,no,no,no
37,technician,single,no,3943,no,no,no
59,management,married,no,2769,yes,no,no
52,management,married,no,40,no,no,yes
33,blue-collar,married,no,3512,yes,no,no
33,admin.,married,no,2780,no,no,yes
41,management,married,no,217,no,no,no
49,blue-collar,married,no,6429,no,no,no
56,services,married,no,444,yes,no,no
51,unemployed,married,no,2439,no,no,no
36,unemployed,single,no,536,no,no,no
42,management,single,no,515,yes,no,no
38,management,married,no,5432,yes,yes,no
52,services,divorced,no,3204,no,no,no
56,self-employed,married,yes,0,no,no,no
48,self-employed,married,no,1175,yes,yes,no
40,admin.,married,no,67,no,yes,no
37,blue-collar,married,no,3574,yes,no,no
36,admin.,single,no,2622,no,no,no
30,entrepreneur,married,no,12737,no,yes,yes
50,management,married,no,2910,no,no,no
38,blue-collar,married,no,2240,yes,no,no
47,blue-collar,divorced,no,551,yes,no,no
32,technician,single,yes,0,no,no,no
41,technician,single,no,2004,yes,no,no
32,admin.,married,no,269,yes,no,no
55,unemployed,married,no,4733,yes,no,no
52,admin.,married,no,2390,no,yes,no
31,admin.,married,no,8295,yes,no,no
37,technician,married,no,5902,yes,no,no
31,admin.,divorced,no,-2,yes,no,no
53,self-employed,married,no,2580,yes,no,no
57,blue-collar,single,no,3495,no,yes,no
34,admin.,married,no,899,yes,no,no
44,management,single,no,709,yes,no,no
50,admin.,married,no,167,no,yes,no
35,technician,married,no,0,yes,no,yes
54,unknown,divorced,no,2272,yes,no,no
50,management,married,no,5794,no,no,no
56,admin.,divorced,no,-429,no,yes,no
56,admin.,married,no,0,yes,no,no
31,management,married,no,5238,yes,yes,no
40,technician,married,no,1759,yes,no,no
48,blue-collar,married,no,4770,yes,yes,no
43,management,married,no,8167,yes,no,no
52,blue-collar,married,no,6933,no,no,no
41,services,married,no,4903,yes,no,no
40,blue-collar,married,no,1708,yes,no,no
32,management,married,no,913,yes,no,no
33,admin.,divorced,no,1762,yes,no,no
36,admin.,married,no,1207,yes,no,yes
59,management,married,no,10114,no,no,no
36,entrepreneur,married,no,227,no,no,no
31,self-employed,single,no,3361,no,no,no
42,management,single,no,3445,no,no,no
34,management,married,no,1006,yes,no,yes
56,blue-collar,divorced,no,7396,yes,no,no
37,management,single,no,5340,yes,no,no
32,management,single,no,2515,no,yes,no
40,management,married,no,12212,no,no,no
53,blue-collar,single,no,2430,yes,yes,no
33,technician,married,no,0,yes,yes,no
40,housemaid,married,no,0,no,no,no
37,services,married,yes,-483,yes,yes,no
30,management,single,no,19358,no,no,no
48,management,married,no,879,no,no,no
47,management,divorced,no,6333,yes,no,no
56,management,married,no,3610,yes,no,no
31,student,single,no,2144,yes,no,no
51,unemployed,divorced,no,-56,yes,no,no
49,unemployed,married,no,126,yes,no,no
35,management,married,no,376,no,no,no
34,technician,married,no,7171,yes,no,no
42,entrepreneur,divorced,no,3780,yes,no,no
46,technician,divorced,no,111,yes,no,no
30,blue-collar,married,no,913,yes,yes,no
30,blue-collar,married,no,631,yes,no,no
40,admin.,single,no,664,no,no,no
44,entrepreneur,married,no,6649,yes,no,no
32,technician,married,no,0,yes,no,no
53,technician,married,no,6921,yes,no,no
43,admin.,married,no,388,yes,no,no
50,management,married,no,-470,yes,no,no
50,management,married,no,1597,no,no,no
57,management,married,no,12048,no,no,no
30,management,married,no,2451,yes,no,no
58,retired,divorced,no,2538,yes,no,yes
33,admin.,married,no,581,yes,no,no
44,unemployed,married,no,1543,no,no,no
43,self-employed,divorced,no,347,no,no,yes
32,technician,married,no,1119,no,no,no
54,retired,married,no,2626,no,no,no
35,management,single,no,1902,no,no,no
53,management,married,no,1014,no,yes,no
46,services,divorced,no,15,no,no,no
56,technician,single,no,751,yes,no,no
31,student,single,no,93,no,no,no
42,management,divorced,no,16,no,no,no
47,blue-collar,married,no,3696,yes,no,no
42,management,married,no,3713,no,no,yes
37,management,single,no,6964,no,no,no
39,management,married,no,12855,yes,no,no
39,self-employed,divorced,no,155,no,no,no
40,blue-collar,married,no,0,yes,yes,no
54,management,married,no,17008,no,no,no
39,admin.,married,no,-982,yes,yes,no
39,management,single,no,633,no,no,no
42,services,single,no,838,yes,no,no
39,management,married,no,548,yes,no,no
39,blue-collar,married,no,747,yes,yes,no
54,entrepreneur,married,no,1956,no,no,no
52,admin.,married,no,1648,yes,no,no
34,unemployed,single,no,9895,no,no,no
42,technician,single,no,2036,yes,no,no
50,blue-collar,married,no,1784,no,no,no
43,admin.,single,no,733,yes,no,yes
59,retired,divorced,no,21,yes,no,no
52,technician,married,no,9687,yes,no,no
39,management,divorced,no,1315,yes,no,no
54,management,married,no,0,no,yes,no
37,admin.,married,no,497,yes,no,no
33,management,single,no,923,yes,no,no
45,management,married,no,7154,yes,no,no
55,entrepreneur,divorced,no,372,yes,no,no
46,management,married,no,1388,no,no,no
56,entrepreneur,married,no,196,no,no,no
59,entrepreneur,married,no,0,no,no,no
56,management,divorced,no,382,no,no,no
53,management,married,no,2578,no,no,no
37,management,married,no,510,yes,no,no
33,services,single,no,3910,yes,no,no
54,self-employed,married,no,277,yes,no,no
42,blue-collar,married,no,792,yes,yes,no
36,blue-collar,married,no,0,yes,no,no
57,retired,divorced,no,3875,no,no,no
44,technician,married,yes,16486,yes,yes,no
32,blue-collar,married,no,0,yes,no,no
35,self-employed,single,no,951,yes,no,no
32,admin.,single,no,375,yes,no,no
57,unemployed,married,no,839,no,no,no
39,management,divorced,no,4692,yes,no,no
32,management,single,no,586,yes,no,no
34,services,married,no,2048,yes,no,no
49,technician,single,no,3972,no,no,no
39,housemaid,married,no,4136,yes,no,no
33,admin.,single,no,0,yes,no,no
36,technician,married,no,4613,no,no,no
32,services,single,no,80,yes,no,no
31,services,married,no,395,no,no,no
50,self-employed,single,no,0,yes,no,no
37,blue-collar,single,no,0,no,no,no
45,unemployed,married,no,1148,no,no,no
59,retired,married,no,17769,no,no,no
33,management,married,no,621,no,no,no
47,technician,divorced,no,3524,yes,no,no
31,services,married,no,283,yes,no,no
31,self-employed,single,no,217,no,no,no
33,blue-collar,married,no,0,yes,no,no
40,admin.,married,no,9110,yes,no,no
42,admin.,married,no,529,yes,yes,no
53,management,married,no,32464,no,no,no
31,management,single,no,8436,yes,no,no
54,management,married,no,0,no,no,no
31,services,married,no,1020,yes,no,no
32,unemployed,married,no,0,no,no,no
50,housemaid,married,no,5296,no,no,no
33,management,married,no,516,yes,no,no
49,blue-collar,married,no,4259,no,no,no
41,self-employed,married,no,3123,yes,no,no
41,self-employed,divorced,no,4717,yes,no,no
30,unemployed,married,yes,19,no,no,no
40,management,married,no,3352,yes,no,yes
37,housemaid,divorced,no,226,no,yes,no
35,management,married,no,552,yes,yes,no
36,technician,married,no,72,yes,no,no
35,unemployed,married,no,759,no,no,no
30,technician,single,no,1416,no,no,no
49,management,married,no,0,no,no,no
49,management,married,no,0,no,no,no
35,services,married,no,31,no,yes,no
56,admin.,married,no,1933,no,no,no
32,blue-collar,married,no,254,yes,no,yes
30,self-employed,single,no,189,no,no,no
44,blue-collar,married,no,6491,yes,no,no
30,management,single,no,508,no,yes,no
31,management,married,no,35,yes,yes,no
46,self-employed,divorced,no,926,yes,no,no
49,unemployed,married,no,8399,no,no,no
45,entrepreneur,married,no,3689,yes,no,no
32,management,single,no,509,no,yes,no
30,technician,single,no,383,yes,yes,no
36,services,married,no,45,no,no,no
50,management,single,no,4666,no,no,no
44,management,married,no,-367,yes,yes,no
33,admin.,married,no,353,yes,no,no
34,management,married,no,1036,yes,no,no
36,management,married,no,9269,yes,yes,no
49,technician,married,no,0,yes,no,no
44,blue-collar,single,no,1593,yes,no,no
45,technician,single,no,792,no,no,no
56,management,married,no,0,no,no,no
31,admin.,divorced,no,525,no,yes,no
58,blue-collar,married,no,1507,yes,yes,no
37,technician,married,no,5287,yes,yes,no
51,entrepreneur,married,no,3188,yes,yes,no
53,admin.,married,no,2924,no,no,no
53,entrepreneur,married,no,1034,yes,no,no
41,technician,single,no,0,yes,no,no
47,self-employed,divorced,no,8515,yes,no,no
52,blue-collar,married,no,8979,yes,no,no
47,self-employed,married,no,10697,no,no,no
40,entrepreneur,married,no,1349,no,no,no
38,self-employed,divorced,yes,2,no,no,no
40,blue-collar,married,no,6767,yes,no,no
54,admin.,divorced,no,459,no,yes,no
55,entrepreneur,married,no,625,no,no,no
52,management,divorced,no,427,no,yes,no
58,services,married,no,50,yes,no,no
52,management,single,no,638,yes,yes,no
32,blue-collar,single,no,1959,no,no,no
38,entrepreneur,married,no,898,yes,no,no
37,technician,single,no,7245,no,no,no
33,services,married,no,1631,yes,no,no
35,management,married,no,867,yes,no,no
56,management,married,no,412,no,no,no
30,technician,single,no,458,no,no,no
31,management,married,no,1224,yes,yes,no
51,management,divorced,no,2011,yes,no,no
40,blue-collar,married,no,1039,yes,no,no
47,technician,married,no,6704,yes,no,no
43,self-employed,single,no,1337,yes,yes,no
41,technician,married,no,7870,yes,no,no
41,blue-collar,divorced,no,927,yes,no,no
45,technician,married,no,2128,no,yes,no
36,admin.,single,no,10041,yes,no,no
32,unemployed,single,no,911,no,yes,no
35,management,married,no,-326,yes,yes,no
32,services,married,no,387,yes,no,no
41,blue-collar,single,no,495,yes,no,no
33,services,married,no,6904,no,no,no
44,technician,married,no,0,yes,yes,no
30,technician,divorced,no,3100,yes,no,no
57,unemployed,divorced,no,3,no,no,no
31,blue-collar,married,no,347,no,no,no
44,housemaid,single,no,299,no,no,no
31,management,married,no,625,yes,no,no
31,services,single,no,461,no,no,no
32,technician,married,no,344,yes,no,no
33,services,married,no,293,yes,no,no
30,student,single,no,809,no,no,no
33,admin.,single,yes,-266,no,yes,no
46,blue-collar,married,no,5393,yes,no,no
46,management,married,no,22452,yes,no,no
34,management,divorced,no,582,no,no,no
41,services,married,no,3992,yes,no,no
33,management,single,no,20600,no,no,no
39,entrepreneur,married,no,5562,no,no,no
36,blue-collar,married,no,2426,yes,no,no
31,admin.,married,no,713,yes,no,no
44,blue-collar,married,no,1766,yes,no,no
54,entrepreneur,divorced,no,20527,no,no,no
35,management,divorced,no,146,no,no,no
49,self-employed,divorced,no,-478,yes,yes,no
32,technician,married,no,4654,yes,yes,yes
41,blue-collar,single,yes,-386,no,yes,yes
34,admin.,single,no,296,no,no,no
37,management,married,no,66,yes,no,no
55,self-employed,married,no,12159,yes,no,no
35,management,married,no,787,no,no,no
34,management,married,no,179,yes,no,no
35,technician,married,no,0,no,no,no
41,unemployed,single,no,4517,yes,no,no
45,management,single,no,819,no,no,no
38,technician,single,no,5122,yes,no,no
39,services,married,no,3294,no,yes,no
53,entrepreneur,married,no,7,no,no,no
34,management,single,no,673,yes,yes,no
37,blue-collar,married,no,8135,yes,no,no
30,management,married,no,196,no,no,no
34,blue-collar,single,no,3043,yes,yes,yes
33,technician,single,no,247,yes,no,no
34,entrepreneur,married,no,368,no,yes,no
35,management,married,no,3369,no,no,no
49,blue-collar,married,no,4455,yes,no,no
41,blue-collar,married,no,2562,yes,no,no
49,management,married,no,852,yes,no,no
41,management,single,no,195,no,no,no
40,services,single,no,1547,yes,no,yes
50,entrepreneur,married,no,8649,yes,no,no
51,admin.,married,no,684,yes,no,no
57,management,divorced,no,15062,no,no,no
37,management,single,no,2875,no,no,no
38,technician,married,no,1448,yes,no,no
59,retired,married,no,667,no,no,no
59,management,divorced,no,1175,yes,no,no
32,blue-collar,single,no,1426,yes,no,no
31,technician,married,no,1263,yes,no,no
34,technician,married,no,210,yes,yes,no
59,management,married,no,98417,no,no,no
33,admin.,married,no,4902,yes,no,no
37,technician,married,no,523,yes,no,no
34,entrepreneur,married,no,3119,yes,no,no
44,admin.,single,no,11,yes,no,no
36,blue-collar,married,no,270,yes,yes,no
38,management,single,no,8953,no,yes,no
35,self-employed,single,no,935,yes,no,no
30,management,married,no,11391,yes,no,no
39,services,married,no,5549,yes,no,no
30,blue-collar,married,no,5956,yes,yes,no
34,admin.,married,no,3185,yes,no,no
37,services,married,no,692,yes,no,no
46,blue-collar,married,no,2558,yes,no,no
52,management,married,no,2708,yes,no,no
31,services,single,no,481,yes,no,no
42,management,married,no,0,no,no,no
51,blue-collar,married,no,2404,yes,no,no
31,blue-collar,married,no,3364,yes,no,no
32,services,single,no,945,no,no,yes
31,blue-collar,single,no,5972,no,no,no
39,blue-collar,married,no,660,yes,yes,no
47,admin.,single,no,683,no,no,no
32,technician,single,no,6402,yes,no,yes
36,self-employed,single,no,1295,no,no,yes
35,management,single,no,1379,no,no,no
35,unemployed,married,no,8489,yes,no,no
34,self-employed,single,no,6,no,no,no
39,admin.,married,no,3655,no,no,no
34,technician,single,no,9851,yes,no,no
52,management,married,yes,57,yes,yes,no
31,unemployed,married,no,3640,no,no,no
43,admin.,married,no,1998,yes,no,no
42,management,single,no,7104,no,no,no
42,blue-collar,married,no,3,yes,no,no
40,housemaid,divorced,no,1194,yes,no,no
33,blue-collar,married,no,0,yes,no,no
40,technician,single,no,572,no,no,no
35,technician,married,no,4323,yes,yes,no
45,technician,married,no,6993,yes,no,yes
33,technician,married,no,3071,yes,yes,no
41,blue-collar,married,no,2913,no,no,no
32,blue-collar,married,no,187,no,no,no
47,self-employed,married,no,4420,yes,yes,yes
35,blue-collar,married,no,199,yes,yes,no
38,admin.,married,no,76,no,no,no
41,technician,married,no,4711,yes,no,no
33,technician,married,no,15169,yes,no,no
53,technician,married,no,9252,no,no,no
47,self-employed,married,no,574,yes,no,no
49,management,divorced,no,20727,no,no,no
30,blue-collar,married,no,10395,yes,no,no
35,services,single,no,5551,yes,no,no
51,housemaid,married,no,294,no,no,no
31,management,married,no,1064,no,no,no
33,blue-collar,married,no,5151,yes,yes,no
33,admin.,married,no,7,yes,no,no
40,management,married,no,542,yes,no,no
45,entrepreneur,divorced,no,1187,no,yes,no
49,blue-collar,married,no,8545,yes,yes,no
35,management,divorced,no,141,no,yes,yes
33,blue-collar,married,no,1402,no,no,no
36,services,married,no,11462,yes,no,yes
38,blue-collar,married,no,6994,yes,no,no
32,blue-collar,married,no,2085,yes,yes,no
35,blue-collar,single,no,142,yes,no,no
54,self-employed,married,no,2132,no,yes,no
41,management,married,no,-195,no,yes,no
39,technician,single,no,1104,no,no,no
30,admin.,married,no,3750,yes,no,no
39,services,divorced,no,892,yes,no,no
55,self-employed,married,no,2408,no,no,no
59,retired,married,no,11,no,no,no
57,self-employed,divorced,no,6519,no,no,no
39,blue-collar,married,no,4777,yes,no,no
55,management,married,no,1161,yes,no,no
34,admin.,single,no,3626,yes,yes,no
50,blue-collar,divorced,no,1545,yes,no,no
51,technician,married,no,500,yes,no,no
34,management,married,no,2200,no,no,no
33,management,married,no,2098,no,no,no
33,student,married,no,3214,no,no,no
54,management,married,no,2960,yes,no,no
45,management,married,no,96,yes,no,no
40,management,married,no,214,yes,no,no
42,entrepreneur,married,no,0,yes,no,no
32,technician,single,no,137,no,no,no
34,blue-collar,single,no,7541,no,no,no
51,admin.,married,no,3736,no,no,no
51,blue-collar,married,no,0,no,no,no
43,blue-collar,single,no,13620,yes,no,no
55,blue-collar,married,no,2691,yes,no,no
56,management,married,no,772,yes,no,no
31,unemployed,single,no,167,no,no,no
32,management,single,no,574,yes,no,no
34,technician,married,no,8077,yes,no,no
46,blue-collar,married,no,3999,no,no,no
30,services,divorced,no,341,yes,no,yes
50,management,married,no,0,yes,no,no
35,management,married,no,1801,no,no,no
54,blue-collar,married,no,4608,no,no,no
32,blue-collar,single,no,8859,yes,no,no
35,admin.,married,no,12634,no,no,no
33,technician,married,no,6843,no,no,yes
47,technician,married,no,1465,yes,no,no
40,entrepreneur,married,no,70,no,no,no
52,management,married,no,6909,no,no,no
33,blue-collar,single,no,2945,no,no,no
36,management,married,no,2326,yes,no,no
46,blue-collar,divorced,no,931,no,yes,no
32,self-employed,married,no,266,no,yes,no
30,services,married,no,586,yes,no,no
52,entrepreneur,married,no,0,no,yes,no
35,blue-collar,single,no,448,no,yes,no
47,blue-collar,single,no,1976,no,yes,no
33,blue-collar,married,no,1416,yes,no,no
33,self-employed,single,no,9670,no,no,no
54,blue-collar,divorced,no,615,no,yes,no
32,blue-collar,divorced,no,658,no,no,no
34,blue-collar,single,no,79,no,yes,no
33,self-employed,married,no,3064,no,no,no
49,entrepreneur,married,no,893,no,no,no
32,blue-collar,married,no,0,yes,no,no
47,management,divorced,no,0,no,yes,no
52,services,married,no,10021,no,no,no
34,self-employed,married,no,7602,no,no,no
41,blue-collar,married,no,7735,yes,no,no
53,entrepreneur,married,no,0,no,no,no
40,technician,married,no,4341,no,no,no
49,management,single,no,7443,no,no,no
51,admin.,married,no,1535,no,yes,no
59,admin.,married,no,1473,no,no,no
32,blue-collar,single,no,36,yes,no,no
36,management,married,no,11675,yes,no,no
50,blue-collar,married,no,808,yes,no,no
37,entrepreneur,married,no,264,yes,yes,no
55,management,divorced,no,29484,no,no,no
56,management,married,no,424,yes,yes,no
35,blue-collar,married,no,450,no,no,no
30,blue-collar,married,no,501,yes,yes,yes
52,management,married,no,6922,no,no,no
38,self-employed,married,no,215,yes,no,no
48,services,divorced,no,4906,yes,no,no
31,technician,married,no,503,no,no,no
32,services,single,no,5806,yes,no,yes
34,entrepreneur,married,no,7962,yes,no,no
30,technician,single,no,2153,no,no,no
45,admin.,divorced,no,8032,no,no,no
34,entrepreneur,married,no,455,yes,no,no
51,blue-collar,married,no,8180,yes,no,no
35,technician,divorced,no,127,no,no,no
56,technician,divorced,no,401,yes,no,no
30,blue-collar,married,no,2289,yes,yes,no
50,blue-collar,married,no,4121,yes,yes,no
54,management,married,no,1691,yes,no,no
31,services,single,no,900,yes,no,no
33,entrepreneur,married,no,2339,yes,yes,no
41,admin.,married,no,683,no,yes,no
38,blue-collar,married,no,433,no,no,no
52,blue-collar,divorced,no,0,no,no,no
40,management,married,no,196,yes,no,no
38,management,divorced,no,4335,yes,no,no
35,blue-collar,married,no,5304,yes,no,no
34,services,divorced,no,797,yes,no,no
34,entrepreneur,divorced,no,262,no,no,no
53,admin.,married,no,8892,yes,no,no
45,entrepreneur,married,no,20138,yes,no,yes
31,technician,married,no,450,no,yes,no
48,entrepreneur,divorced,no,3520,yes,no,no
57,management,married,no,412,no,no,no
47,services,married,no,1315,no,no,yes
39,blue-collar,single,no,519,yes,yes,no
37,management,married,no,7100,no,no,no
31,entrepreneur,married,no,1539,yes,yes,no
32,entrepreneur,married,no,3192,no,no,no
33,entrepreneur,married,no,0,no,no,no
32,services,married,no,11512,yes,no,no
52,entrepreneur,married,no,1115,yes,no,no
31,blue-collar,single,no,5607,no,no,no
39,blue-collar,married,no,8152,no,no,no
40,self-employed,married,no,1604,no,no,no
